Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
29942,0.29,5,2,5,61.7,56.0,444,4.22,4.27,2.62
36880,0.5,4,3,2,61.0,58.0,958,5.14,5.05,3.11
50935,0.57,5,6,4,61.0,54.0,2319,5.43,5.39,3.3
9310,1.0,3,6,2,60.6,60.0,4576,6.33,6.4,3.86
24526,1.91,5,4,2,62.2,55.0,12816,7.94,7.9,4.93
10564,1.0,4,4,3,60.8,58.0,4816,6.48,6.45,3.93
39375,0.5,5,4,2,62.1,55.0,1074,5.12,5.15,3.19
13691,1.01,4,5,3,61.9,56.0,5599,6.53,6.45,4.02
12381,0.35,5,2,6,62.0,54.0,598,4.54,4.56,2.82
3762,0.9,4,5,2,61.1,54.0,3457,6.29,6.27,3.84
18004,1.09,3,4,5,60.0,57.0,7281,6.68,6.71,4.02
48264,0.57,5,7,4,61.8,57.0,1955,5.29,5.32,3.28
9942,1.01,5,3,2,61.1,56.0,4693,6.44,6.48,3.95
37135,0.42,5,4,2,60.9,56.0,971,4.87,4.89,2.97
46303,0.3,3,3,5,63.0,59.0,526,4.21,4.27,2.67
19782,1.21,5,5,4,61.5,56.0,8348,6.87,6.83,4.21
46793,0.5,4,4,6,62.1,61.0,1806,5.1,5.07,3.16
2024,1.52,2,6,1,57.3,58.0,3105,7.53,7.42,4.28
31408,0.3,5,4,7,61.1,57.0,764,4.32,4.35,2.65
49253,0.73,5,5,2,61.7,57.0,2087,5.78,5.82,3.58
46690,0.5,3,4,6,63.0,58.0,1791,4.98,5.02,3.15
49120,0.7,2,3,3,63.4,61.0,2066,5.58,5.62,3.55
51344,0.71,4,3,4,60.9,58.0,2363,5.72,5.77,3.5
52254,1.01,4,1,1,60.7,59.0,2488,6.39,6.42,3.89
23389,0.36,3,6,3,62.9,56.0,631,4.52,4.57,2.86
46832,0.55,5,5,5,61.3,57.0,1809,5.25,5.28,3.23
10895,1.02,4,3,3,62.9,59.0,4884,6.41,6.38,4.02
8523,1.05,3,4,2,63.5,57.0,4427,6.39,6.43,4.07
32796,0.39,3,2,7,61.3,58.0,805,4.74,4.78,2.92
24264,1.51,2,6,3,63.6,56.0,12490,7.34,7.23,4.63
12035,0.34,4,4,4,61.6,60.0,596,4.47,4.49,2.76
24070,1.6,4,3,5,60.0,59.0,12210,7.61,7.58,4.56
50443,0.58,5,5,6,61.8,56.0,2263,5.37,5.41,3.33
16335,1.01,4,5,4,62.8,59.0,6533,6.41,6.33,4.0
42873,0.45,5,4,7,61.5,57.0,1358,4.95,4.91,3.03
5908,0.81,5,6,3,61.9,56.0,3935,5.97,6.02,3.71
13938,1.0,3,7,3,59.8,59.0,5671,6.47,6.51,3.88
24633,1.53,4,6,3,61.3,59.0,12968,7.4,7.35,4.52
6366,0.32,3,3,3,63.1,54.0,576,4.42,4.36,2.77
46736,0.52,5,3,8,61.8,55.0,1798,5.17,5.19,3.2
26617,1.51,5,5,5,62.1,56.0,16370,7.34,7.38,4.57
12138,1.2,3,7,2,63.2,60.0,5174,6.65,6.54,4.17
2513,0.9,5,6,2,62.6,56.0,3200,6.15,6.06,3.82
24275,2.58,1,5,2,65.2,59.0,12500,8.58,8.51,5.57
17611,1.24,3,3,5,62.6,54.0,7092,6.84,6.88,4.29
40180,0.44,4,3,7,60.1,58.0,1119,4.92,4.96,2.97
16790,1.21,5,2,5,61.5,58.0,6691,6.84,6.88,4.22
43143,0.52,3,3,4,63.5,58.0,1389,5.08,5.09,3.23
4263,0.9,3,4,2,59.9,60.0,3581,6.19,6.23,3.72
5757,1.04,4,4,2,60.6,59.0,3896,6.6,6.56,3.99
39858,0.55,5,1,3,60.9,57.0,1100,5.24,5.3,3.21
37466,0.42,4,4,5,60.9,58.0,984,4.84,4.81,2.94
39728,0.51,5,4,2,61.3,58.0,1091,5.15,5.19,3.17
36292,0.32,3,4,3,62.0,55.0,477,4.41,4.43,2.74
14657,1.02,5,4,4,62.6,58.0,5915,6.43,6.39,4.01
17855,1.16,4,4,4,59.9,60.0,7203,6.88,6.85,4.11
953,0.77,4,5,4,61.8,56.0,2889,5.94,5.9,3.66
37372,0.4,4,5,5,61.4,58.0,982,4.73,4.75,2.91
10294,1.19,4,4,2,58.9,60.0,4758,7.0,6.92,4.09
49802,0.56,5,4,7,62.3,55.0,2164,5.31,5.25,3.29
35894,0.32,5,4,8,60.9,57.0,918,4.41,4.46,2.7
22186,1.07,5,6,6,61.3,56.0,10222,6.53,6.6,4.02
27228,2.01,4,2,4,61.1,60.0,17592,8.12,8.06,4.94
19586,1.51,3,2,3,62.8,59.0,8214,7.17,7.26,4.53
37847,0.33,4,7,4,61.2,58.0,1002,4.44,4.41,2.71
4022,0.72,5,7,5,61.6,56.0,3522,5.73,5.8,3.55
10101,0.9,3,5,4,63.2,57.0,4715,6.12,6.07,3.85
38913,0.33,5,4,8,62.2,56.0,1052,4.45,4.43,2.76
38949,0.31,5,3,4,62.0,57.0,489,4.33,4.38,2.7
13714,0.3,5,6,4,62.0,57.0,603,4.26,4.29,2.65
2664,0.72,5,7,4,60.9,55.0,3236,5.77,5.89,3.55
6355,1.03,5,6,3,58.9,56.0,4035,6.61,6.57,3.88
43858,0.71,3,5,1,63.2,55.0,1448,5.64,5.57,3.54
47613,0.55,3,3,7,61.1,57.0,1881,5.26,5.35,3.24
45635,0.25,3,4,7,61.8,56.0,525,4.03,4.06,2.5
24970,2.01,3,2,3,61.7,60.0,13464,7.99,8.12,4.97
16819,1.04,4,4,4,60.1,59.0,6709,6.59,6.56,3.95
53559,0.71,4,4,4,60.3,60.0,2694,5.81,5.76,3.49
22832,1.51,4,5,3,62.3,61.0,10866,7.29,7.22,4.52
4371,0.73,3,4,7,62.9,59.0,3606,5.7,5.78,3.61
9422,1.01,2,4,3,63.9,57.0,4588,6.3,6.37,4.05
2672,0.71,5,6,5,60.4,56.0,3238,5.8,5.85,3.52
52363,0.54,2,6,6,60.1,61.0,2502,5.3,5.38,3.21
26166,1.21,5,5,8,62.8,56.0,15497,6.75,6.84,4.27
325,0.87,3,4,2,59.9,58.0,2802,6.19,6.23,3.72
9957,1.11,4,5,3,60.4,58.0,4699,6.68,6.66,4.03
22065,1.3,4,5,4,60.4,59.0,10090,7.12,7.06,4.28
33377,0.41,5,4,4,62.7,56.0,827,4.72,4.76,2.97
40325,0.5,5,4,2,61.0,57.0,1127,5.13,5.15,3.13
51770,0.73,3,6,2,63.3,57.0,2409,5.72,5.69,3.61
1504,0.75,5,6,3,61.1,57.0,2993,5.83,5.86,3.57
49503,0.55,5,3,8,61.5,55.0,2120,5.25,5.29,3.25
42295,0.32,3,3,4,63.0,57.0,505,4.33,4.37,2.74
40337,0.54,3,1,4,63.0,57.0,1129,5.17,5.21,3.27
39694,0.52,4,6,2,61.1,57.0,1088,5.23,5.12,3.16
3902,0.9,4,4,2,59.9,58.0,3492,6.22,6.27,3.74
38444,0.4,3,6,6,63.6,55.0,1028,4.67,4.7,2.98
37836,0.33,4,7,4,60.7,58.0,1002,4.5,4.46,2.72
51669,0.7,5,5,2,62.1,57.0,2398,5.65,5.69,3.52
847,0.73,5,4,6,61.3,57.0,2869,5.84,5.81,3.57
45158,0.5,4,7,3,61.2,60.0,1654,5.14,5.09,3.13
23390,0.36,5,6,3,62.4,55.0,631,4.55,4.58,2.85
14596,1.24,4,2,4,60.1,59.0,5889,7.02,6.95,4.2
7796,1.04,5,3,2,61.1,56.0,4290,6.6,6.66,4.05
22477,1.7,4,2,3,59.7,60.0,10501,7.77,7.72,4.62
49587,0.7,4,6,2,62.0,55.0,2135,5.65,5.61,3.49
39161,0.35,4,6,5,62.3,60.0,1063,4.52,4.5,2.81
11040,0.33,4,6,2,59.7,58.0,594,4.53,4.48,2.69
25784,2.0,4,2,4,58.5,61.0,14763,8.28,8.19,4.82
20099,1.25,3,4,4,63.5,60.0,8575,6.74,6.64,4.25
1100,0.71,4,7,3,61.4,58.0,2913,5.75,5.79,3.54
50542,0.66,2,5,4,61.5,60.8,2275,5.55,5.6,3.43
50432,0.71,5,7,2,60.2,57.0,2262,5.77,5.83,3.49
6773,0.91,5,3,5,62.9,55.0,4109,6.23,6.13,3.89
34884,0.38,5,4,6,62.0,57.0,879,4.64,4.66,2.89
16415,1.23,5,7,3,60.9,54.0,6557,7.01,6.96,4.25
37845,0.33,5,7,4,61.9,57.0,1002,4.47,4.42,2.75
40297,0.4,5,4,5,62.4,57.0,1125,4.74,4.72,2.95
20321,1.5,2,2,3,64.3,55.0,8736,7.24,7.19,4.64
52290,0.25,3,6,6,62.2,61.0,548,3.98,4.03,2.49
36812,0.3,2,4,8,63.8,55.0,956,4.28,4.24,2.72
30750,0.47,5,1,3,61.9,55.0,740,5.0,5.05,3.11
7306,0.91,4,5,3,62.1,56.0,4204,6.24,6.2,3.86
41616,0.29,3,5,5,63.0,55.0,504,4.24,4.27,2.68
24024,1.8,2,5,2,57.9,58.0,12196,8.08,8.13,4.69
34373,0.41,5,5,4,61.8,57.0,863,4.75,4.79,2.95
23537,1.51,5,3,4,60.6,57.0,11540,7.46,7.45,4.52
47121,0.52,3,7,4,63.4,56.0,1828,5.16,5.09,3.25
49712,0.73,1,7,2,65.5,60.0,2147,5.64,5.54,3.66
10307,1.18,3,2,2,63.5,57.0,4763,6.75,6.8,4.3
20253,1.29,3,4,4,58.7,58.0,8684,7.11,7.27,4.22
8158,1.13,4,5,2,62.3,59.0,4360,6.68,6.65,4.15
37366,0.4,4,4,6,62.7,59.0,982,4.69,4.72,2.95
26040,1.5,4,7,4,61.8,60.0,15240,7.37,7.3,4.53
47646,0.23,5,5,6,62.0,56.0,530,3.92,3.98,2.45
49297,0.39,5,1,3,62.6,53.0,539,4.68,4.71,2.94
20980,1.54,5,4,2,61.9,55.0,9193,7.47,7.39,4.6
48405,0.52,5,4,7,61.0,57.0,1969,5.18,5.2,3.17
52128,0.6,5,4,6,61.3,56.0,2467,5.43,5.46,3.34
39651,0.4,5,4,5,61.4,55.0,1087,4.77,4.78,2.93
26495,2.06,4,3,2,60.0,60.0,16098,6.29,6.25,4.96
26966,2.13,4,5,2,61.5,58.0,17045,8.28,8.33,5.11
2296,0.71,4,7,4,59.2,59.0,3161,5.86,5.8,3.45
10341,1.03,3,4,2,63.9,59.0,4769,6.33,6.39,4.07
24728,2.02,4,2,4,59.2,58.0,13068,8.29,8.25,4.89
27363,0.28,4,6,6,60.1,59.0,646,4.22,4.26,2.55
10194,1.05,4,3,4,60.5,58.0,4739,6.7,6.63,4.03
11578,1.2,4,3,2,62.4,61.0,5040,6.81,6.78,4.24
13633,1.03,4,3,4,61.0,58.0,5579,6.53,6.46,3.96
19312,1.05,5,4,5,61.2,57.0,8022,6.51,6.55,4.0
29141,0.31,5,7,4,60.8,56.0,692,4.39,4.42,2.68
45051,0.52,3,6,4,63.0,58.0,1641,5.07,5.12,3.21
8150,1.1,3,2,3,62.7,58.0,4356,6.54,6.58,4.11
16199,1.7,2,2,1,63.6,58.0,6474,7.52,7.48,4.77
28010,0.3,5,6,4,61.6,55.0,658,4.31,4.33,2.66
30,0.23,3,5,5,60.0,57.0,402,4.0,4.03,2.41
18407,1.04,3,4,6,62.8,54.0,7481,6.39,6.5,4.05
6997,1.0,5,5,2,62.7,57.0,4155,6.34,6.29,3.96
23208,1.5,3,4,5,59.1,62.0,11216,7.38,7.42,4.37
24766,1.72,4,3,4,61.9,56.0,13122,7.74,7.67,4.77
2301,0.7,5,5,5,61.0,58.0,3162,5.74,5.76,3.51
6134,0.92,3,4,3,62.5,60.0,3986,6.19,6.26,3.89
17556,1.02,2,5,5,63.7,57.0,7068,6.35,6.39,4.06
32770,0.34,5,7,3,61.3,57.0,803,4.5,4.44,2.74
31707,0.31,4,4,5,59.9,59.0,770,4.44,4.41,2.65
29268,0.31,3,6,3,63.4,55.0,698,4.32,4.29,2.73
25128,1.5,4,5,4,62.8,58.0,13680,7.21,7.16,4.51
14665,1.01,3,4,4,63.0,57.0,5919,6.35,6.42,4.02
42870,0.43,4,5,7,60.3,58.0,1358,4.88,4.91,2.95
19499,1.03,5,5,5,62.3,57.0,8133,6.45,6.52,4.04
13183,1.18,3,2,5,62.2,57.0,5451,6.72,6.76,4.19
23328,1.51,4,5,3,62.2,58.0,11374,7.32,7.27,4.54
11478,1.14,3,6,2,60.2,58.0,5014,6.71,6.78,4.06
24726,2.2,4,1,2,60.9,60.0,13065,8.42,8.34,5.1
44709,0.56,3,5,4,62.0,56.0,1614,5.2,5.22,3.23
24494,2.23,4,1,2,60.5,61.0,12770,8.47,8.4,5.1
46716,0.61,2,6,3,61.3,61.0,1793,5.4,5.44,3.32
1457,0.76,5,6,2,62.1,56.0,2978,5.85,5.88,3.64
18149,1.14,5,3,6,61.9,56.0,7354,6.69,6.72,4.15
14891,1.29,4,4,2,62.0,58.0,5996,7.03,6.97,4.34
34744,0.41,2,3,3,63.8,56.0,876,4.74,4.69,3.01
47520,0.61,5,2,6,62.0,54.0,1867,5.51,5.47,3.4
30876,0.33,4,6,3,60.7,57.0,743,4.47,4.43,2.7
53926,0.71,5,6,3,61.9,56.0,2756,5.71,5.73,3.54
33998,0.42,4,4,4,60.6,58.0,847,4.83,4.88,2.94
33978,0.41,3,2,7,63.1,58.0,847,4.68,4.74,2.97
39294,0.3,5,3,4,62.6,55.0,491,4.28,4.31,2.69
26842,2.04,4,2,4,61.0,61.0,16768,8.14,8.08,4.95
20907,1.79,2,4,2,57.8,59.0,9122,8.07,7.94,4.63
24476,1.39,5,5,4,61.5,55.0,12744,7.19,7.23,4.44
6420,0.8,5,5,4,60.9,57.0,4043,5.98,6.04,3.66
25574,1.22,5,6,6,61.6,56.0,14414,6.85,6.88,4.23
13517,1.0,4,5,3,61.9,60.0,5544,6.34,6.39,3.94
50030,0.72,5,3,3,60.3,59.0,2197,5.77,5.83,3.5
43597,0.31,5,2,5,61.2,55.0,507,4.37,4.39,2.68
47190,0.54,5,5,4,64.2,54.0,1837,5.19,5.12,3.31
29975,0.35,5,2,8,61.8,55.0,715,4.55,4.57,2.82
22543,1.2,4,5,6,62.8,60.0,10580,6.79,6.74,4.25
44419,0.49,3,3,6,62.3,57.0,1588,5.02,5.05,3.14
9451,0.76,5,5,8,59.6,58.0,4596,5.95,5.96,3.55
4628,0.91,3,1,5,62.1,55.0,3666,6.16,6.24,3.85
23023,0.35,5,6,2,61.4,56.0,630,4.55,4.51,2.78
26473,1.52,5,5,5,62.2,55.0,16055,7.29,7.41,4.57
27207,2.02,3,5,3,62.7,59.0,17530,7.97,8.03,5.02
8557,1.01,5,6,2,62.1,56.0,4434,6.43,6.39,3.98
53267,0.7,4,5,4,62.2,59.0,2648,5.68,5.64,3.52
6565,0.9,5,4,2,60.6,55.0,4077,6.27,6.33,3.82
15356,1.28,4,3,2,62.0,57.0,6164,7.0,6.94,4.32
17000,1.01,5,5,4,60.9,57.0,6787,6.48,6.45,3.94
32792,0.32,5,6,4,62.0,55.0,804,4.41,4.37,2.72
31620,0.32,5,2,3,61.2,56.0,450,4.4,4.44,2.7
18472,1.5,5,1,3,61.1,56.7,7520,7.35,7.38,4.5
51986,0.25,3,6,6,62.2,57.0,548,4.02,4.12,2.53
2200,0.73,5,5,5,61.1,57.0,3140,5.8,5.89,3.57
34420,0.3,5,4,8,61.8,55.0,863,4.32,4.36,2.68
39599,0.34,5,6,7,62.0,56.0,1084,4.52,4.48,2.79
25612,1.51,4,6,4,59.8,58.0,14482,7.55,7.52,4.47
44497,0.51,5,4,5,61.4,54.0,1599,5.15,5.18,3.17
25790,2.55,2,3,2,63.7,59.0,14775,8.66,8.57,5.49
53179,0.73,5,4,3,61.4,58.0,2630,5.77,5.79,3.55
34405,0.3,5,4,8,61.5,55.0,863,4.33,4.35,2.67
24795,1.55,5,6,3,61.5,56.0,13171,7.36,7.4,4.54
24184,2.01,2,1,3,63.6,59.0,12369,8.01,7.96,5.08
11167,1.07,4,4,3,60.5,62.0,4949,6.69,6.6,4.02
14203,1.01,3,4,4,59.9,60.0,5759,6.46,6.52,3.89
6746,0.33,2,6,3,63.8,55.0,579,4.36,4.38,2.79
47008,0.56,5,6,4,61.9,55.0,1819,5.29,5.34,3.29
13879,1.14,5,4,3,62.2,56.0,5650,6.69,6.66,4.15
49903,0.61,3,6,3,63.9,54.0,2179,5.38,5.42,3.45
9630,1.21,3,4,3,63.4,60.0,4637,6.68,6.63,4.22
13864,1.01,4,6,3,61.0,59.0,5646,6.44,6.47,3.94
46243,0.53,5,5,4,61.5,55.0,1753,5.27,5.2,3.22
9626,1.0,2,3,4,63.6,61.0,4637,6.21,6.25,3.96
9458,1.38,2,1,2,63.7,58.0,4598,7.06,7.01,4.48
5802,1.24,3,1,2,63.3,60.0,3908,6.83,6.75,4.29
21209,1.5,3,2,4,60.5,60.0,9354,7.31,7.4,4.45
53146,1.2,1,5,1,65.7,56.0,2622,6.65,6.58,4.35
22998,1.13,5,5,7,61.7,56.0,11051,6.68,6.75,4.14
49578,0.58,5,4,6,61.8,56.0,2133,5.35,5.36,3.31
24715,0.31,3,4,5,60.5,57.0,640,4.39,4.42,2.67
3285,0.91,5,3,2,60.3,57.0,3363,6.31,6.27,3.79
28519,0.34,3,3,6,63.1,57.0,674,4.41,4.49,2.81
34387,0.41,5,5,4,61.8,56.0,863,4.76,4.79,2.95
8570,1.1,4,2,3,62.7,58.0,4435,6.58,6.54,4.11
37628,0.4,5,7,3,59.6,57.0,990,4.82,4.77,2.86
44566,0.52,3,7,3,63.3,58.0,1605,5.15,5.12,3.25
5248,1.01,4,1,5,63.0,55.0,3790,6.39,6.34,4.01
15436,1.05,4,4,4,62.8,58.0,6181,6.48,6.44,4.06
14283,1.24,3,2,4,60.1,59.0,5783,6.95,7.02,4.2
32703,0.31,5,5,4,62.1,53.0,802,4.39,4.34,2.71
12861,1.11,2,1,8,58.3,62.0,5361,6.77,6.84,3.97
40835,0.51,2,4,3,63.7,55.0,1172,5.07,5.1,3.24
38757,0.51,3,2,3,63.5,60.0,1046,5.03,5.05,3.2
50656,0.31,2,4,4,63.5,58.0,544,4.22,4.29,2.7
22297,1.17,5,4,7,61.7,57.0,10342,6.84,6.9,4.13
1713,0.32,4,4,4,62.5,60.0,561,4.32,4.38,2.72
34893,0.3,3,7,6,59.6,61.0,880,4.39,4.34,2.6
35000,0.43,4,6,2,61.8,60.0,882,4.85,4.83,2.99
48983,0.24,3,5,6,61.9,56.0,538,4.0,4.02,2.48
5661,0.9,2,3,4,63.6,58.0,3881,6.11,6.09,3.88
16965,1.22,4,3,3,61.8,57.0,6776,6.86,6.82,4.23
35828,0.4,3,7,4,64.4,52.0,915,4.63,4.68,3.0
32122,0.47,5,4,2,61.3,56.0,784,4.98,5.01,3.06
41955,0.23,3,6,6,62.6,59.0,505,3.93,3.96,2.47
304,0.6,3,4,8,61.6,56.0,2800,5.43,5.46,3.35
48164,0.57,5,6,5,62.1,53.0,1942,5.36,5.41,3.34
29275,0.31,4,2,6,62.1,58.0,698,4.33,4.3,2.68
47884,0.5,5,5,6,60.7,57.0,1912,5.12,5.16,3.12
152,0.71,4,7,4,62.5,60.0,2770,5.65,5.61,3.52
5877,1.03,5,2,2,62.2,57.0,3925,6.46,6.5,4.03
41532,0.42,2,4,7,63.6,55.0,1235,4.78,4.75,3.03
35460,0.33,4,5,6,62.3,60.0,901,4.43,4.4,2.75
3453,0.7,4,6,6,61.0,59.0,3389,5.64,5.71,3.5
18659,1.31,4,5,3,62.6,58.0,7625,6.98,7.02,4.38
51380,0.7,4,3,5,61.9,56.0,2367,5.7,5.67,3.52
19539,1.0,3,5,6,63.2,56.0,8172,6.35,6.3,4.0
47192,0.5,4,5,3,62.4,57.0,1838,5.13,5.1,3.19
1422,1.04,2,2,2,59.9,64.0,2970,6.51,6.45,3.88
4715,0.28,3,6,6,60.1,62.0,572,4.25,4.27,2.56
18457,1.04,5,5,4,61.1,57.0,7508,6.52,6.54,3.99
18273,2.03,4,3,1,59.4,59.0,7421,8.31,8.22,4.91
5575,1.21,1,3,3,69.6,55.0,3862,6.49,6.42,4.49
7039,1.02,3,5,2,60.4,60.0,4162,6.49,6.53,3.93
29215,0.31,5,5,5,60.7,56.0,695,4.37,4.39,2.66
7390,0.33,3,6,3,62.0,60.0,579,4.38,4.43,2.73
15274,1.01,5,4,4,59.8,61.0,6132,6.51,6.54,3.9
25735,2.22,4,2,4,60.5,59.0,14662,8.41,8.37,5.08
16726,0.33,5,3,3,63.0,57.0,610,4.41,4.39,2.77
30167,0.32,3,5,6,63.0,56.0,721,4.37,4.39,2.76
42177,0.43,5,4,8,61.7,57.0,1286,4.83,4.86,2.99
41141,0.56,3,3,3,61.3,60.0,1197,5.23,5.28,3.22
11929,0.93,5,4,3,60.1,57.0,5126,6.33,6.41,3.83
24867,2.02,2,2,3,64.3,56.0,13286,7.85,7.99,5.09
13619,0.95,3,4,5,59.9,58.0,5572,6.37,6.41,3.83
19192,1.59,5,1,3,61.3,57.0,7943,7.43,7.52,4.58
10654,1.01,5,7,2,60.5,57.0,4837,6.53,6.6,3.97
30458,0.45,3,6,2,63.2,54.0,731,4.94,4.82,3.09
18121,1.23,5,6,2,62.1,55.0,7336,6.91,6.84,4.27
40287,0.29,3,6,5,62.1,57.0,496,4.2,4.24,2.62
52225,0.8,4,4,2,62.1,55.0,2484,5.96,5.9,3.68
15617,1.01,3,6,4,61.7,60.0,6265,6.36,6.45,3.95
45197,0.51,4,4,5,62.5,58.0,1656,5.09,5.11,3.19
22360,0.31,4,3,4,62.2,59.0,628,4.38,4.34,2.71
33993,0.42,5,4,4,61.7,57.0,847,4.8,4.83,2.97
7833,1.01,3,5,2,63.2,58.0,4299,6.43,6.3,4.02
44358,0.56,3,2,7,62.4,56.0,1580,5.24,5.28,3.28
37580,0.35,5,7,5,63.0,57.0,990,4.51,4.48,2.83
14221,1.07,4,3,5,62.5,56.0,5764,6.6,6.52,4.1
37881,0.4,5,6,5,61.2,55.0,1005,4.79,4.76,2.92
48916,0.54,5,6,5,62.0,56.0,2041,5.25,5.17,3.23
13929,2.0,1,2,1,66.0,60.0,5667,7.78,7.74,5.1
17859,2.0,5,3,1,62.5,57.0,7204,8.05,7.98,5.01
8274,0.9,2,3,7,64.3,59.0,4381,6.04,6.09,3.9
24934,2.01,4,6,2,62.2,60.0,13387,8.02,7.96,4.97
8714,0.37,5,4,3,61.4,55.0,586,4.63,4.68,2.86
6867,0.91,4,3,4,61.9,59.0,4128,6.23,6.18,3.84
4739,0.3,5,5,4,61.7,58.0,573,4.28,4.31,2.65
3265,0.7,5,7,4,61.4,55.0,3360,5.71,5.75,3.52
32262,0.36,5,5,5,61.9,56.0,789,4.56,4.59,2.83
49072,0.48,5,5,8,62.0,54.0,2059,5.0,5.05,3.11
40292,0.4,5,3,6,62.2,56.0,1125,4.75,4.7,2.94
50580,0.71,3,7,2,61.8,63.0,2279,5.73,5.67,3.52
32659,0.31,4,3,6,62.6,60.0,802,4.33,4.29,2.7
37738,0.37,5,5,7,61.3,56.0,997,4.65,4.68,2.86
17505,1.05,5,4,5,62.5,56.0,7037,6.48,6.54,4.07
34169,0.33,4,4,5,61.9,59.0,854,4.45,4.43,2.75
44622,0.57,5,4,4,61.8,57.0,1608,5.3,5.32,3.28
53558,0.71,5,7,3,63.0,55.0,2694,5.64,5.57,3.53
49680,0.76,5,4,2,62.1,54.0,2143,5.88,5.84,3.64
29216,0.38,5,4,3,60.6,57.0,695,4.71,4.76,2.87
33566,0.43,4,7,3,60.1,58.0,830,4.89,4.93,2.95
46221,0.5,4,7,4,61.9,58.0,1752,5.04,5.1,3.14
4845,0.79,5,2,4,60.9,56.0,3710,5.97,5.99,3.64
45723,0.55,4,7,3,62.7,59.0,1698,5.25,5.22,3.28
6148,1.06,4,6,2,60.0,59.0,3989,6.64,6.59,3.97
28568,0.3,2,3,5,63.9,55.0,675,4.28,4.26,2.73
4512,1.02,1,5,2,66.6,58.0,3633,6.21,6.14,4.11
46234,0.58,5,6,4,62.0,57.0,1752,5.33,5.35,3.31
25662,1.54,4,5,4,62.4,59.0,14578,7.43,7.38,4.62
17808,1.04,2,4,5,63.8,57.0,7177,6.43,6.4,4.09
2949,0.72,5,5,5,61.1,56.0,3294,5.79,5.76,3.53
41837,0.44,5,5,6,60.9,55.0,1253,4.96,4.92,3.01
4139,0.81,5,4,5,62.3,57.0,3544,5.99,5.95,3.72
6888,0.9,4,7,2,61.2,62.0,4133,6.22,6.07,3.76
7413,1.07,4,1,4,62.8,57.0,4224,6.54,6.49,4.09
41402,0.5,2,5,3,62.5,60.0,1223,5.07,5.11,3.18
48145,0.7,5,1,4,61.6,56.0,1940,5.71,5.65,3.5
42625,0.36,5,3,3,62.3,57.0,505,4.54,4.58,2.84
35081,0.37,5,6,5,61.6,54.7,886,4.61,4.63,2.85
33204,0.39,5,2,7,62.5,53.1,820,4.68,4.7,2.93
33424,0.32,5,3,6,62.0,55.0,828,4.42,4.39,2.73
32988,0.38,5,7,2,61.1,56.0,812,4.71,4.65,2.86
11710,0.4,3,1,4,62.5,60.0,596,4.67,4.71,2.93
48266,0.53,5,4,7,61.8,56.0,1956,5.19,5.24,3.22
38032,0.38,5,5,6,62.0,54.1,1010,4.66,4.68,2.9
12788,1.19,5,2,3,63.7,57.0,5331,6.73,6.69,4.28
20226,1.02,5,7,5,61.2,56.0,8658,6.48,6.53,3.98
5033,1.03,1,3,2,66.3,57.0,3749,6.35,6.25,4.18
18777,1.02,3,7,4,63.2,58.0,7677,6.4,6.36,4.03
30769,0.36,3,4,5,61.8,56.0,741,4.57,4.6,2.84
12470,1.08,4,3,4,62.1,58.0,5250,6.63,6.51,4.08
34283,0.23,3,5,6,58.1,63.0,468,4.04,4.08,2.36
16601,1.1,5,3,5,61.7,56.0,6630,6.61,6.65,4.09
43137,0.56,5,3,4,60.9,57.0,1388,5.32,5.36,3.25
49605,0.7,2,4,3,64.6,59.0,2137,5.49,5.54,3.56
38181,0.41,4,7,3,59.6,59.0,1015,4.85,4.82,2.88
49654,0.71,3,3,2,61.8,58.0,2141,5.67,5.73,3.52
45014,0.54,5,4,4,61.9,57.0,1637,5.23,5.18,3.22
9945,1.01,5,6,2,62.0,56.0,4694,6.46,6.42,3.99
10867,1.23,4,5,2,61.7,58.0,4876,6.85,6.95,4.26
2096,0.76,5,4,4,61.7,55.0,3114,5.86,5.91,3.63
53130,0.7,5,3,7,61.7,54.0,2618,5.72,5.76,3.54
2908,0.71,5,5,5,60.4,57.0,3284,5.78,5.81,3.5
19527,1.02,5,4,8,62.5,57.0,8162,6.37,6.44,4.0
5366,0.75,3,6,4,60.4,56.0,3817,5.9,5.96,3.58
29313,0.31,4,3,5,61.4,56.0,698,4.39,4.37,2.69
3636,0.79,3,7,3,59.7,57.0,3432,5.96,5.99,3.57
11454,0.8,5,6,5,61.8,56.0,5007,5.92,5.96,3.67
15779,1.15,5,4,3,62.0,55.0,6313,6.72,6.76,4.18
30071,0.32,5,5,2,61.7,56.0,720,4.44,4.41,2.73
49285,0.7,5,4,2,62.4,56.0,2092,5.65,5.67,3.53
39644,0.41,5,5,4,62.4,58.0,1085,4.77,4.75,2.97
29651,0.35,5,4,5,61.9,55.0,706,4.52,4.53,2.8
18264,1.51,2,1,4,62.8,59.0,7418,7.17,7.2,4.51
13952,1.09,4,3,4,61.4,58.0,5677,6.64,6.58,4.06
40655,0.5,3,6,2,61.4,58.0,1154,5.09,5.11,3.13
19641,2.04,3,2,1,59.3,61.0,8257,8.25,8.3,4.91
4211,0.73,3,4,7,60.2,61.0,3567,5.83,5.89,3.53
45311,0.3,3,5,4,58.8,60.0,524,4.37,4.41,2.58
25783,1.5,5,5,4,62.6,57.0,14759,7.27,7.34,4.57
